id,score,vdw,elec,desolv,bsa,total
silent-crane-opal,-172.4866,-60.4615,-464.239,-19.1773,4037.45,-524.7004999999999
quick-raven-quartz,-201.5285,-107.099,-241.659,-46.0977,4902.83,-348.758
small-cobra-wave,-233.2537,-124.158,-446.783,-19.7391,5338.77,-570.941
silver-dove-stone,-47.3561,-35.9195,11.9815,-13.8329,2749.62,-23.938
violet-eagle-fern,-156.5096,-79.9027,-104.828,-55.6413,5197.62,-184.7307
frozen-ram-reed,-98.5158,-68.0509,-247.16,18.9671,3154.2,-315.2109
jade-ibis-onyx,-94.1093,-69.8407,-201.047,15.9408,3102.93,-270.8877
calm-bison-moss,-62.5143,-55.0151,-215.462,35.5932,2534.49,-270.4771
solid-gecko-oak,-135.339,-66.7334,-288.808,-10.844,3819.95,-355.5414
golden-cat-orchid,-135.5214,-77.096,-324.79,6.53259,2518.5,-401.886
pale-zebra-quartz,-142.2021,-94.5662,-257.392,3.84255,3000.72,-351.9582
jade-ox-rose,-155.5662,-83.9221,-342.062,-3.23172,2901.4,-425.9841
hollow-jaguar-pine,-119.1212,-80.4241,-272.996,15.9021,2877.35,-353.4201
ivory-deer-jade,-125.4103,-64.3784,-393.87,17.7421,2679.05,-458.2484
young-ibis-fern,-138.3932,-79.6303,-274.324,-3.89815,2844.82,-353.9543
brisk-ant-leaf,-22.8452,5.4227,-290.84,29.9001,2446.71,-285.41729999999995
violet-lion-cedar,-61.1516,-37.4293,-204.939,17.2655,1568.41,-242.36829999999998
mellow-ibis-ice,-121.1201,-68.9403,-297.289,7.27798,4307.12,-366.22929999999997
dark-bat-frost,-168.3854,-89.6845,-320.4,-14.6209,4355.33,-410.0845
frozen-ram-ember,-116.5829,-42.5021,-235.83,-26.9148,3575.35,-278.3321
violet-toad-marble,-161.5625,-97.0081,-233.85,-17.7844,3184.89,-330.8581
scarlet-ram-snow,-76.7728,-37.7869,-215.582,4.13049,2636.73,-253.3689
deep-deer-pearl,-82.7984,-64.3113,-25.4926,-13.3886,1974.13,-89.8039
green-bee-ice,-81.6943,-60.2722,-104.499,-0.522296,2941.59,-164.7712
violet-hawk-ice,-130.4656,-92.6371,-19.5948,-33.9095,4212.88,-112.2319
swift-kiwi-vine,-118.7046,-73.5817,-98.8721,-25.3485,2891.7,-172.4538
silent-quail-iron,-46.6563,2.91154,-216.139,-6.34004,2210.52,-213.22746
vast-otter-cedar,-78.3063,-54.1792,-120.319,-0.0633159,2721.33,-174.4982
scarlet-fox-onyx,-41.3724,-12.1882,-204.777,11.7712,2844.95,-216.96519999999998
frozen-bison-onyx,-88.7197,-67.0458,-99.4009,-1.79367,2541.3,-166.4467
silent-bat-pine,-67.4865,-63.4191,-128.041,21.5408,2054.7,-191.4601
vast-fox-bronze,-128.0108,-100.941,-295.969,32.124,3724.3,-396.90999999999997
silver-otter-bronze,-136.7375,-85.3873,-307.489,10.1476,4056.56,-392.87629999999996
azure-kiwi-iron,-44.1171,-31.4959,-47.9935,-3.02248,2015.86,-79.48939999999999
soft-quail-frost,-121.9467,-51.3224,-148.18,-40.9883,4148.97,-199.50240000000002
bright-vole-quartz,-75.2495,-47.901,-75.1756,-12.3134,3787.23,-123.07660000000001
rapid-lion-reed,-199.5028,-97.5201,-210.34,-59.9147,3728.88,-307.8601
bright-ox-lava,-128.4875,-77.2699,-307.557,10.2938,3133.26,-384.8269
gentle-raven-rose,-224.247,-139.822,-306.908,-23.0434,7847.1,-446.73
dark-jaguar-ember,-92.554,-48.4447,-104.896,-23.1301,3673.81,-153.3407
ivory-goat-clay,-93.713,-62.0324,-153.643,-0.952009,2969.96,-215.6754
mellow-bison-frost,-55.9416,-47.312,-73.0427,5.97893,1664.66,-120.3547
quick-toad-jade,-145.8454,-92.5206,-107.444,-31.836,4332.45,-199.96460000000002
golden-ant-pine,-184.8883,-127.059,-305.689,3.30849,4766.09,-432.74800000000005
steady-ant-vine,-175.5206,-93.4894,-427.536,3.47595,5342.06,-521.0254
silver-jaguar-jade,-98.7814,-24.1727,-261.913,-22.2261,3332.36,-286.08570000000003
hollow-bat-snow,-303.9957,-141.174,-794.317,-3.95833,7213.5,-935.491
silver-panther-ember,-141.7304,-69.7922,-408.677,9.79716,2887.48,-478.4692
swift-eagle-orchid,-55.9795,-36.9692,-165.451,14.0799,2358.37,-202.4202
swift-orca-topaz,-108.2767,-80.395,-248.402,21.7987,2778.32,-328.79699999999997
calm-orca-lava,-76.9584,-32.0732,-148.256,-15.234,3676.1,-180.32920000000001
quick-ox-vine,-21.1907,-29.9489,43.1212,0.13394,1367.85,13.172300000000003
frozen-falcon-reed,-33.0638,-16.4901,-34.8562,-9.60245,628.922,-51.3463
golden-swan-cloud,-85.3282,-41.4815,-349.825,26.1183,2012.04,-391.30649999999997
pale-seal-lotus,-80.3173,-48.0993,-63.197,-19.5786,1540.16,-111.2963
ivory-lion-leaf,-94.6765,-52.7006,-90.4951,-23.8769,2174.38,-143.1957
pale-mole-snow,-58.9843,-45.1037,-44.8362,-4.91332,2108.34,-89.9399
green-cobra-bronze,-70.9089,-65.0742,25.3994,-10.9146,2106.3,-39.674800000000005
violet-ibis-vine,-78.3417,-43.6352,-172.434,-0.21967,1495.72,-216.0692
crimson-dove-frost,-62.4269,-55.0489,-79.4589,8.51377,2473.63,-134.5078
noble-owl-pine,-78.3364,-35.036,-266.756,10.0508,2232.25,-301.792
quiet-toad-cedar,-95.099,-46.1676,-198.151,-9.30123,2512.96,-244.3186
violet-goat-pearl,31.5136,36.188,-9.33319,-2.80775,1606.19,26.85481
green-bat-cloud,-63.4861,-34.9601,-340.548,39.5836,2681.41,-375.5081
young-eagle-thorn,-243.014,-157.29,-187.271,-48.2698,5945.41,-344.561
solid-fox-quartz,-99.2056,-69.488,-170.357,4.35385,2411.85,-239.845
ivory-mole-flint,-144.3758,-86.399,-151.826,-27.6116,5128.24,-238.225
jade-toad-oak,-186.4121,-108.097,-313.943,-15.5265,3740.49,-422.03999999999996
deep-panda-bronze,-70.0547,-25.7247,-343.236,24.3172,1708.55,-368.9607
deep-swan-thorn,-33.4489,-36.0513,-33.8497,9.37235,1142.64,-69.901
azure-moth-marble,-82.0444,-22.9851,-319.367,4.8141,2539.44,-342.3521
crimson-swan-bronze,-38.0619,-9.4203,-196.877,10.7338,2771.14,-206.2973
small-ibis-birch,-124.6512,-89.3175,-227.172,10.1007,3409.67,-316.4895
young-orca-maple,-159.0799,-143.341,-78.8134,0.02377819,5516.33,-222.1544
small-ibis-clay,-174.9972,-126.821,-140.873,-20.0016,6376.17,-267.69399999999996
violet-owl-cypress,-255.9409,-147.962,-305.956,-46.7877,7331.72,-453.918
solid-gecko-willow,-196.7537,-116.138,-186.818,-43.2521,4385.34,-302.956
small-heron-rose,-95.1774,-57.2863,-262.955,14.6999,3893.04,-320.24129999999997
lunar-eagle-pearl,-105.0941,-60.8332,-142.014,-15.8581,2803.26,-202.84720000000002
jade-kiwi-quartz,-68.1168,-54.7753,-131.299,12.9183,2189.32,-186.0743
brisk-deer-ember,5384.024,5458.57,-420.314,9.51679,3119.44,5038.255999999999
young-tiger-fern,-124.9627,-65.7754,-202.802,-18.6269,2644.74,-268.5774
swift-ibis-vine,-160.747,-57.4606,-416.21,-20.0444,3442.85,-473.6706
calm-crow-frost,-56.0803,-43.8687,-29.7485,-6.26192,2007.2,-73.6172
deep-bison-rose,-61.065,-62.8897,-9.55199,3.73508,3328.51,-72.44169
soft-lynx-quartz,-116.7626,-99.9411,-137.262,10.6309,3299.08,-237.2031
radiant-shark-birch,-201.0393,-87.4349,-455.735,-22.4574,2956.44,-543.1699
scarlet-raven-maple,-189.0128,-81.1626,-463.436,-15.163,3106.45,-544.5986
shy-panda-lotus,-200.1615,-91.2816,-436.793,-21.5213,2901.35,-528.0746
steady-eagle-moss,-150.677,-60.3858,-372.535,-15.7842,2811.17,-432.92080000000004
quick-eagle-ash,-170.5491,-77.1479,-371.747,-19.0518,2868.32,-448.8949
golden-hawk-cypress,-87.0255,-66.9014,-117.185,3.31288,2086.18,-184.0864
dark-fox-ember,-129.3369,-76.2404,-249.008,-3.29493,2659.74,-325.2484
deep-raven-frost,-91.3479,-51.4719,-126.202,-14.6356,3211.15,-177.6739
azure-jaguar-ice,-30.0083,-1.38448,-130.088,-2.60621,2703.71,-131.47248
rough-goat-pearl,-76.9644,-49.1687,-117.879,-4.2199,1963.22,-167.04770000000002
solid-quail-willow,-114.5705,-47.3653,-297.752,-7.65476,2161.73,-345.1173
small-crow-moss,-140.0228,-76.1646,-381.605,12.4628,3447.6,-457.7696
jade-ant-jade,-41.1629,-23.4907,-242.62,30.8518,2350.2,-266.1107
amber-goat-snow,-106.1223,-73.9701,-246.496,17.147,2523.88,-320.4661
violet-seal-cedar,-66.951,-50.8246,-101.709,4.2154,1641.55,-152.5336
solid-panther-crystal,-78.2781,-72.378,-153.193,24.7385,2634.46,-225.57100000000003
frozen-goat-clay,-71.467,-49.6256,-222.934,22.7454,2193.62,-272.5596
shy-crane-snow,-92.1126,-65.1827,-307.84,34.6381,3055.55,-373.0227
bright-crane-topaz,-75.919,-47.4,-99.5122,-8.61659,1411.29,-146.9122
scarlet-zebra-leaf,-37.2624,-18.7506,-87.3367,-1.04446,957.951,-106.0873
vast-owl-moss,-183.1549,-95.0248,-533.095,18.4889,4421.08,-628.1198
strong-wolf-quartz,-176.9993,-90.1545,-391.075,-8.62981,3422.87,-481.2295
azure-dove-flint,-97.2301,-43.9865,-177.819,-17.6798,2380.08,-221.8055
scarlet-otter-fern,-76.7833,-55.242,-67.3532,-8.07063,2424.14,-122.5952
shy-bear-reed,-47.0873,-39.9462,-14.7757,-4.18596,1423.82,-54.7219
lunar-deer-dust,-110.403,-90.6569,-167.573,13.7685,2672.57,-258.2299
noble-ram-onyx,-44.8733,-23.6482,-156.187,10.0123,1666.47,-179.83520000000001
steady-crane-snow,-45.9071,-43.3538,-125.319,22.5105,1904.18,-168.6728
amber-bison-opal,-46.0547,-46.3134,-138.449,27.9485,2159.59,-184.7624
vast-ibis-ice,-47.0374,-36.4635,-84.9718,6.42051,1334.55,-121.43530000000001
violet-goat-vine,-306.9124,-207.819,-276.452,-43.803,7021.58,-484.27099999999996
swift-panda-stone,-124.5849,-82.0023,-119.631,-18.6564,4567.59,-201.63330000000002
bright-bear-granite,-56.9394,-47.4828,-17.2157,-6.01348,1618.8,-64.6985
dark-moth-flint,-67.5749,-44.6256,-175.068,12.0643,3137.68,-219.6936
young-ox-wave,-51.9847,-36.3628,-2.11695,-15.1985,1562.72,-38.47975
silent-falcon-cloud,-25.9069,-26.6319,-56.7116,12.0673,1904.76,-83.3435
frozen-ox-onyx,-69.08,-69.3214,-106.849,21.6112,2994.6,-176.1704
dark-crow-maple,-119.9908,-81.4248,-231.927,7.81942,3517.99,-313.3518
calm-crane-ruby,-95.3432,-70.2853,-201.271,15.1963,3122.16,-271.55629999999996
wild-falcon-cedar,-118.4012,-102.062,-131.872,10.0352,3518.12,-233.93400000000003
shy-falcon-lava,-83.2548,-58.9752,-172.033,10.127,3920.36,-231.0082
vast-raven-clay,-217.4104,-133.265,-306.075,-22.9304,5872.83,-439.34
radiant-cat-onyx,-94.7639,-68.2556,-247.688,23.0293,2915.32,-315.9436
violet-goat-stone,-144.1231,-98.6345,-297.114,13.9342,3899.12,-395.7485
bright-wolf-maple,-111.2136,-66.7388,-203.437,-3.78741,3587.33,-270.1758
jade-heron-oak,-154.4741,-78.6857,-168.612,-42.066,3240.66,-247.2977
small-shark-granite,-29.6951,-5.46518,-105.818,-3.06627,3465.78,-111.28318
scarlet-wolf-oak,-56.1819,-21.7357,-118.975,-10.6512,3988.61,-140.7107
crimson-crow-cloud,-141.4689,-76.367,-304.747,-4.15253,3309.47,-381.11400000000003
silver-falcon-sand,-101.2538,-54.1737,-227.486,-1.58292,2491.15,-281.6597
radiant-shark-ruby,-161.6251,-81.4233,-344.023,-11.3972,2920.78,-425.4463
solid-mole-crystal,-196.8871,-108.804,-268.126,-34.4579,3770.55,-376.92999999999995
misty-zebra-ember,-187.4084,-122.431,-168.374,-31.3026,3614.44,-290.805
wild-jaguar-vine,-182.0361,-95.4492,-259.248,-34.7373,3391.87,-354.6972
crimson-toad-pearl,-245.2402,-144.457,-209.578,-58.8676,3902.35,-354.03499999999997
silent-heron-rose,-210.8214,-119.281,-302.398,-31.0608,3700.86,-421.67900000000003
pale-panther-ice,-204.9301,-132.392,-180.024,-36.5333,3936.89,-312.416
dark-falcon-granite,-51.1108,-44.5114,-132.203,19.8412,1580.67,-176.7144
soft-panda-snow,-50.8882,-5.57575,-179.948,-9.32286,2590.01,-185.52375
calm-cobra-thorn,-64.7144,-63.371,-118.624,22.3814,3483.44,-181.995
jade-vole-wave,-127.8241,-74.0122,-236.661,-6.4797,4126.75,-310.6732
azure-otter-jade,-102.5094,-81.3704,-302.731,39.4072,3599.66,-384.1014
deep-ram-cloud,-78.1406,-63.4064,-65.4344,-1.64728,3338.82,-128.8408
vast-panther-pine,-161.519,-101.344,-129.956,-34.1838,4207.13,-231.29999999999998
amber-swan-bronze,-130.9386,-78.1874,-103.269,-32.0974,4245.86,-181.4564
noble-dove-stone,-197.0123,-108.912,-217.184,-44.6635,4551.75,-326.096
noble-goat-fern,-227.0218,-64.0535,-446.481,-73.6721,3791.38,-510.5345
small-swan-birch,-103.0587,-22.4329,-198.531,-40.9196,3304.4,-220.9639
pale-hawk-bronze,-55.8208,7.31666,-167.676,-29.6023,2514.69,-160.35933999999997
shy-vole-dust,-158.7149,-62.2149,-302.414,-36.0172,2502.17,-364.6289
ivory-jaguar-granite,-146.729,-47.5387,-275.572,-44.0759,3593.67,-323.1107
strong-crow-ice,-205.0377,-95.4909,-278.426,-53.8616,4737.36,-373.9169
swift-lion-jade,-89.7856,-63.0058,13.4888,-29.4776,3105.88,-49.517
deep-crow-vine,-91.7533,-96.2185,-45.321,13.5294,3498.14,-141.5395
pale-lynx-leaf,-77.8822,-49.0153,-183.773,7.88769,2591.43,-232.7883
bright-bee-cypress,-113.2112,-77.3227,-87.0259,-18.4833,4227.68,-164.34859999999998
silent-cat-cypress,-261.3141,-134.464,-378.597,-51.1307,6407.73,-513.0609999999999
scarlet-owl-ice,-189.5117,-152.416,-134.53,-10.1897,5155.96,-286.946
pale-otter-orchid,-89.0993,-63.5559,-74.9569,-10.552,3222.26,-138.5128
strong-mole-cedar,-133.3783,-90.9185,-165.245,-9.41075,3609.1,-256.1635
noble-moth-rose,-60.8081,-45.6689,-111.892,7.23919,2077.55,-157.5609
quiet-eagle-onyx,-148.5721,-57.1698,-367.92,-17.8183,2914.74,-425.0898
small-boar-stone,-80.9019,-25.25,-283.907,1.12946,2966.32,-309.157
violet-yak-lotus,-85.7005,-33.2344,-303.087,8.15126,2786.31,-336.3214
azure-raven-rose,-140.9115,-80.024,-111.881,-38.5113,2512.18,-191.905
gentle-quail-crystal,-157.7102,-80.0391,-213.913,-34.8885,3357.71,-293.95210000000003
rough-crane-wave,-212.7636,-130.077,-169.769,-48.7328,6807.06,-299.846
dark-zebra-opal,-160.2354,-81.4061,-16.4227,-75.5448,4089.12,-97.8288
rapid-raven-pearl,-110.8673,-19.1452,-324.196,-26.8829,3331.18,-343.3412
radiant-deer-wave,-99.3365,-62.373,-80.5035,-20.8628,2062.06,-142.8765
radiant-zebra-opal,-132.5725,-53.6402,-219.572,-35.0179,5230.65,-273.2122
amber-bear-maple,-46.5627,-41.3705,-93.9038,13.5886,1326.42,-135.2743
brisk-jaguar-cedar,-182.1159,-66.0216,-325.534,-50.9875,2758.63,-391.5556
strong-boar-leaf,-198.591,-89.0268,-275.112,-54.5418,2790.94,-364.1388
noble-toad-reed,-200.1857,-90.9089,-300.033,-49.2702,2650.25,-390.94190000000003
hollow-goat-wave,-204.476,-103.156,-269.297,-47.4606,2648.25,-372.45300000000003
calm-heron-pearl,-145.1396,-74.6434,-235.345,-23.4272,2168.36,-309.9884
frozen-quail-dust,-63.3608,-38.587,-195.463,14.3188,2002.34,-234.05
quick-panda-cedar,-110.0038,-43.6407,-197.538,-26.8555,1881.16,-241.17870000000002
golden-panther-pine,-108.0675,-43.2299,-212.973,-22.243,2050.25,-256.2029
lunar-dove-willow,-113.6455,-76.9176,-79.65,-20.7979,2959.63,-156.5676
hollow-fox-wave,-104.1507,-57.8489,-92.1363,-27.8745,2424.07,-149.98520000000002
crimson-hawk-cedar,-198.1903,-100.91,-240.741,-49.1321,4981.76,-341.651
calm-ram-sand,-63.7938,-4.6635,-302.698,1.40934,2761.44,-307.3615
hollow-panther-rose,-265.7532,-153.878,-198.923,-72.0906,6267.29,-352.801
brisk-cat-orchid,-274.879,-151.083,-242.175,-75.361,7223.24,-393.25800000000004
green-lynx-onyx,-120.1358,-74.9774,-262.11,7.26361,2987.21,-337.0874
quick-shark-ash,-84.1157,-51.9864,-142.949,-3.5395,2418.61,-194.93540000000002
wild-eagle-thorn,-66.7678,-36.713,-25.9831,-24.8582,2494.34,-62.6961
gentle-raven-dust,-100.9752,-92.323,-131.598,17.6674,3077.05,-223.921
lunar-cobra-clay,-327.5744,-157.911,-270.827,-115.498,6578.36,-428.738
solid-gecko-ruby,-101.9606,-69.1301,-173.326,1.83467,2510.23,-242.4561
dark-goat-clay,-119.8564,-100.355,-63.2718,-6.84701,2701.12,-163.6268
amber-owl-iron,-128.7371,-82.4034,-224.627,-1.40834,2720.53,-307.0304
mellow-zebra-moss,-135.9514,-83.4484,-230.639,-6.3752,2611.44,-314.0874
wild-yak-ice,-132.3719,-99.1271,-146.861,-3.87256,2842.74,-245.98809999999997
deep-lion-stone,-109.6552,-70.6581,-158.206,-7.35591,2044.05,-228.8641
noble-mole-frost,-142.7518,-93.0535,-237.993,-2.09974,2969.2,-331.0465
silver-bison-birch,-106.1052,-73.5622,-113.96,-9.75099,1971.55,-187.5222
gentle-deer-topaz,-165.8629,-109.125,-266.689,-3.40008,3144.82,-375.814
brisk-lion-plume,-136.3615,-100.04,-168.578,-2.60594,2629.9,-268.618
crimson-boar-ash,-102.2674,-71.3011,-109.865,-8.99327,1930.59,-181.1661
frozen-vole-rose,-58.4646,-35.9285,-29.2857,-16.679,1419.72,-65.2142
bright-ant-pearl,-35.2765,-20.0141,3.15831,-15.8941,1384.42,-16.85579
brisk-bison-ash,-65.5335,-42.9997,-22.2302,-18.0878,1493.81,-65.2299
silent-mole-sand,-32.774,-2.73603,-25.9944,-24.8391,1473.96,-28.73043
frozen-lynx-sand,-68.2754,-47.8562,-31.3494,-14.1493,1490.73,-79.2056
shy-ram-reed,-69.0736,-43.8548,-55.5161,-14.1156,1469.09,-99.3709
strong-bear-crystal,-63.5976,-42.3512,-62.7991,-8.68661,1191.12,-105.1503
rapid-deer-ruby,-98.8809,-47.7964,-324.395,13.7945,2010.66,-372.1914
amber-boar-reed,-143.176,-59.9938,-568.192,30.4562,3171.58,-628.1858
gentle-quail-lava,-183.4452,-91.2313,-400.803,-12.0533,3226.78,-492.03430000000003
jade-mole-willow,-182.2381,-94.1603,-346.833,-18.7112,3422.96,-440.99330000000003
calm-wolf-ruby,-123.5846,-82.4359,-136.198,-13.9091,3046.5,-218.6339
hollow-toad-cedar,-131.2886,-58.147,-252.102,-22.7212,3670.0,-310.249
gentle-cobra-ruby,-122.8084,-51.3686,-379.765,4.51324,2286.99,-431.1336
wild-otter-ivy,-117.9309,-87.5351,-46.3749,-21.1208,3049.09,-133.91
calm-yak-frost,-108.5939,-57.5401,-339.986,16.9434,2507.98,-397.5261
deep-vole-orchid,-110.2166,-24.7629,-314.773,-22.4991,2498.79,-339.5359
dark-deer-ember,-190.6113,-107.117,-373.211,-8.85213,3468.45,-480.32800000000003
golden-kiwi-ivy,-142.5721,-82.4218,-299.061,-0.338098,2889.58,-381.4828
ivory-falcon-iron,-135.245,-64.5909,-37.2175,-63.2106,4342.7,-101.8084
quick-ibis-marble,-127.2649,-58.9476,-80.0117,-52.315,4071.74,-138.9593
ivory-panda-snow,-67.9338,-47.3351,-68.4237,-6.91394,2003.57,-115.7588
jade-cobra-pearl,-133.1836,-59.5601,-102.922,-53.0391,2178.65,-162.4821
deep-raven-topaz,-99.6333,-55.9737,-45.324,-34.5948,2385.86,-101.29769999999999
hollow-shark-ash,-82.2696,-56.0654,-96.681,-6.86802,2809.21,-152.7464
shy-ibis-stone,-178.5776,-126.576,-215.621,-8.87742,4495.27,-342.197
frozen-yak-granite,-104.755,-57.2322,-151.9,-17.1428,1972.22,-209.1322
silver-bee-leaf,-99.6829,-64.6951,-174.912,-0.005405777,2838.02,-239.6071
swift-toad-fern,-180.0786,-74.7341,-434.627,-18.4191,3012.05,-509.3611
noble-gecko-marble,-109.2326,-21.8037,-387.63,-9.9029,2948.63,-409.4337
frozen-jaguar-onyx,-164.7268,-63.7366,-406.173,-19.7556,2860.63,-469.9096
strong-jaguar-pine,-176.859,-77.6447,-394.23,-20.3683,2583.54,-471.8747
dark-vole-cypress,-194.4521,-78.3848,-485.546,-18.9581,2963.46,-563.9308
amber-bee-plume,-81.9478,-38.5208,-281.142,12.8014,3081.98,-319.6628
young-boar-ivy,-76.0335,-37.9758,-9.95112,-36.0675,2003.53,-47.926919999999996
quiet-wolf-ember,-280.8752,-125.428,-452.362,-64.9748,3960.15,-577.79
brisk-gecko-fern,-61.7445,-11.5707,-275.762,4.97858,2158.23,-287.3327
hollow-boar-opal,-123.0476,-60.9496,-120.7,-37.958,2404.12,-181.6496
solid-bison-willow,-139.7301,-87.0007,-84.5942,-35.8106,4605.53,-171.5949
strong-cat-orchid,-235.5553,-163.377,-107.091,-50.7601,6660.98,-270.468
wild-yak-lava,-164.4726,-87.1483,-386.365,-0.05134361,3153.41,-473.5133
shy-moth-crystal,-51.236,-15.8109,-156.59,-4.10708,3731.98,-172.4009
scarlet-boar-pine,-281.3454,-142.465,-318.248,-75.2308,8135.61,-460.71299999999997
scarlet-jaguar-snow,-249.676,-115.393,-606.084,-13.0662,3897.67,-721.477
scarlet-toad-ice,-68.6192,-63.6081,-31.333,1.25548,2310.28,-94.9411
radiant-lynx-lava,-125.6348,-69.1738,-337.69,11.077,3387.73,-406.86379999999997
shy-kiwi-reed,-86.1736,-57.6909,-154.486,2.41452,2211.32,-212.1769
rough-raven-thorn,-95.2101,-51.9548,-188.033,-5.64866,2151.48,-239.9878
vast-bear-sand,-87.9289,-60.6648,-122.032,-2.85772,2199.54,-182.6968
crimson-gecko-dust,-34.7829,1.62833,-148.411,-6.72899,2304.44,-146.78267
frozen-lion-willow,-112.9019,-92.8554,-114.815,2.91646,2562.2,-207.6704
solid-hawk-iron,-68.1794,-42.7091,-146.577,3.84511,2382.59,-189.2861
frozen-swan-onyx,-108.4183,-88.7037,-123.539,4.99317,2506.17,-212.2427
rapid-moth-sand,-90.0834,-61.9697,-115.446,-5.02454,1926.13,-177.41570000000002
violet-lion-iron,-158.9848,-84.0256,-449.096,14.86,3648.67,-533.1216
young-ant-marble,-107.653,-77.6618,-92.0981,-11.5716,2308.54,-169.75990000000002
silver-fox-oak,-54.6346,-24.2996,-104.039,-9.5272,2618.22,-128.3386
strong-panther-bronze,-126.5156,-82.9692,-211.064,-1.33364,2417.01,-294.03319999999997
rough-fox-moss,-133.0817,-89.801,-223.973,1.51394,2566.11,-313.774
hollow-bison-onyx,-100.6072,-63.8577,-191.753,1.60114,2433.38,-255.61069999999998
vast-bison-leaf,-86.6773,-44.3866,-186.41,-5.00865,2333.57,-230.7966
jade-bison-thorn,-115.3099,-78.9395,-152.252,-5.92004,2005.92,-231.19150000000002
bright-cat-granite,-157.1628,-99.5449,-314.785,5.33907,3533.2,-414.3299
young-yak-clay,-154.7821,-65.5901,-457.172,2.24242,4308.34,-522.7621
golden-wolf-topaz,-132.6375,-68.5995,-279.399,-8.1582,2623.54,-347.99850000000004
quick-owl-lava,-129.7573,-77.939,-146.682,-22.4819,2104.6,-224.62099999999998
deep-jaguar-ice,-135.975,-74.8095,-20.4743,-57.0706,2878.08,-95.2838
brisk-heron-frost,-105.9625,-47.6708,-211.559,-15.9799,2437.57,-259.2298
wild-swan-ruby,-71.2209,-55.823,-79.0124,0.404565,2278.73,-134.8354
young-tiger-maple,-118.8344,-59.5556,-278.629,-3.55303,1662.16,-338.18460000000005
quick-deer-snow,-114.0059,-48.0078,-228.605,-20.2771,2165.51,-276.6128
silent-shark-rose,-72.0369,-48.996,-35.5781,-15.9253,2341.48,-84.5741
vast-quail-sand,-136.5491,-85.737,-163.547,-18.1027,2953.8,-249.284
quiet-heron-crystal,-101.6529,-55.2502,-226.364,-1.12987,2312.21,-281.6142
dark-otter-ice,-62.7689,-39.1466,-158.688,8.11526,2420.81,-197.8346
shy-kiwi-topaz,-120.8701,-72.5919,-172.354,-13.8074,2309.19,-244.9459
young-zebra-sand,-164.8139,-117.057,-442.713,40.7857,3481.16,-559.77
deep-lynx-cypress,-144.8685,-82.8383,-329.807,3.93124,3164.03,-412.6453
misty-dove-jade,-119.5554,-66.713,-211.227,-10.597,2588.44,-277.94
frozen-dove-ivy,-101.1827,-62.5687,-178.995,-2.81504,2300.16,-241.5637
mellow-deer-crystal,-114.7217,-68.7193,-92.6801,-27.4664,2654.48,-161.3994
hollow-panda-frost,-132.825,-68.1528,-271.305,-10.4112,3494.64,-339.4578
rapid-bee-granite,-124.7485,-78.6146,-182.017,-9.73054,2670.6,-260.6316
deep-wolf-cypress,-40.3849,-14.2797,-113.978,-3.30964,1015.8,-128.2577
scarlet-fox-marble,-69.2275,-33.2408,-159.461,-4.09452,1397.19,-192.70180000000002
noble-yak-onyx,-81.8861,-56.8459,-261.286,27.217,2612.23,-318.1319
crimson-ibis-willow,-82.2508,-49.6987,-222.339,11.9157,2905.6,-272.0377
silver-eagle-rose,-114.873,-83.5778,-117.915,-7.71221,2553.63,-201.4928
quiet-tiger-jade,-83.8712,-45.9681,-115.622,-14.7787,2126.13,-161.5901
brisk-deer-jade,-66.6986,-45.0817,-78.8482,-5.84723,1593.57,-123.9299
calm-cat-frost,-42.9858,-27.172,-38.1665,-8.18045,1286.48,-65.3385
deep-fox-maple,-72.5048,-37.691,-45.8264,-25.6485,1569.38,-83.51740000000001
golden-mole-willow,-55.7104,-33.5519,-36.2358,-14.9113,1286.35,-69.7877
crimson-panda-pearl,-65.2927,-39.8952,-53.7153,-14.6544,1576.2,-93.6105
soft-quail-wave,-45.5492,-38.0469,25.3894,-12.5802,1384.49,-12.657500000000002
green-jaguar-marble,-58.1853,-37.4137,-24.597,-15.8522,1544.18,-62.0107
silent-shark-sand,-81.5116,-59.3408,-145.256,6.88039,2350.35,-204.5968
lunar-bat-bronze,-163.2614,-69.9798,-373.633,-18.555,2735.52,-443.6128
bright-boar-pine,-169.0676,-81.2676,-340.674,-19.6652,2976.75,-421.9416
swift-heron-plume,-156.5477,-64.2414,-382.553,-15.7957,2735.22,-446.7944
steady-crow-vine,-74.2529,-40.9706,-72.3807,-18.8062,2281.31,-113.35130000000001
mellow-bat-willow,-79.4286,-45.3411,-105.892,-12.9091,2048.23,-151.23309999999998
radiant-vole-sand,-63.2524,-29.0615,-175.79,0.967125,2524.86,-204.8515
shy-toad-maple,-126.9652,-75.9467,-393.829,27.7473,4091.64,-469.77570000000003
azure-cat-cypress,-172.0358,-102.214,-82.4616,-53.3295,3255.0,-184.6756
quick-goat-willow,-200.1708,-111.55,-275.129,-33.595,3952.04,-386.67900000000003
dark-bat-ember,-43.4202,-56.8878,-92.6846,32.0045,4069.8,-149.57240000000002
mellow-gecko-sand,-96.4248,-74.1738,-200.607,17.8704,2882.75,-274.7808
strong-moth-flint,-93.7485,-79.2692,-137.467,13.0141,2743.13,-216.7362
dark-falcon-moss,-168.5406,-108.06,-225.463,-15.388,3543.76,-333.523
